"REFERENCE","SAMPLE.CODE","SITE.NAME","country","WTD","pH","lat","lon","ALA.MIL","AMP.WRI","ARC.ART","ARC.CAT","ARC.DIS","ARC.GIB","ARC.HEM","ARC.VUL","ARC.FLA","ARG.DEN","ASS.MUS","ASS.SEM","BUL.IND","CEN.ACU","CEN.CAS","CEN.ECO","CEN.PLA","CON.PON","COR.TRI","CRY.OVI","CRY.SAC","CYC.ARC","CYP.AMP","DIF.ACU","DIF.BAC","DIF.GLO","DIF.LEI","DIF.LUC","DIF.OBL","DIF.OVI","DIF.PRI","DIF.PUL","DIF.RUB","DIF.URC","EUG.CIL","EUG.ROT","EUG.STR","EUG.TUB","GIB.TUB","HEL.PET","HEL.ROS","HEL.SPH","HEL.SYL","HYA.ELE","HYA.MIN","HYA.PAP","HYA.SUB","LES.EPI","LES.SPI","NEB.BAR","NEB.COL","NEB.FLA","NEB.MIN","NEB.PEN","NEB.TIN","PAD.LAG","PAD.WAI","PAR.IRR","PHR.ACR","PHY.GRI","PLAGIO","PLA.SPI","PLA.CAR","PLA.MAR","PSE.FAS","PSE.FUL","PYXI","QUA.SYM","SPH.LEN","TRA.DEN","TRI.ARC","WAI.EBO"
"Booth 2002","IB20E123:18.6","Independence","United States of America",6,4.2,47.419,-88.01,0,1.2,0,0,1.2,0,0,0.8,0.4,0,10.4,0,0,0,2.8,0,0,0,0,0,0,2.4,0,1.2,0,35.7,0,0,0,12,0,0,0,0,0,0,0,0.4,0,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,4.4,0,0,0,0,0,0.4,0.4,0,0
"Booth 2002","SRB2","South Rhody","United States of America",6,4.1,46.565,-86.075,0,0,0,0.4,17,0,11.4,1.3,0,0,13.1,2.2,0,0,0,0,0,0,0,0,0,0,0,12.2,0,23.6,0,0,0,0,0,0,0,0,0,0.9,4.8,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,2.2,6.6,0,0
"Booth 2002","SRB5","South Rhody","United States of America",6,4.1,46.565,-86.075,0,21.7,0,0.8,2.5,0,0,0.8,1.2,0,13.5,0,0.4,8.6,0,0,0,0,0,0,0,0.4,0,0.8,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,1.2,0,6.6,0,0,0,0,0.8,0,0,0,0,0,0,0,0.8,20.9,0,0,2,0,0,0,0,0,0,0,0,0
"Booth 2002","SRB7","South Rhody","United States of America",6,4.1,46.565,-86.075,0,10.6,0,0,1.8,0,0,1.4,0.9,0,10.6,0,0,7.8,0,0,0,0,0,0,0,0,0,2.8,0,10.6,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0.5,0,7.3,0,0,0,0,1.8,0,0,0,0,0,0,0,1.8,32.6,0,0,2.8,0.9,0,0,0,0,0.5,0,0,0
"Booth 2008","HE01","Big Red Pine","United States of America",6,3.97,46.253,-86.623,0,0,0.6,0,0,0,0,0,7.4,0,4.3,1.2,0,1.2,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,46,0,20.2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.5,0,2.5,0,0,0,0,0,0,0,0,0.6,0
"Booth 2008","HL01","Hole-in-bog","United States of America",6,3.75,47.3,-94.249,1.8,1.2,0.6,0,2.4,0,0,0,36.1,0,5.4,1.8,0,0,0,0,0,0,0.6,0,0,0,0,0,4.2,0,1.8,1.2,0.6,0,0,0,0,0,0,0,0,4.2,0,0.6,0.6,10.8,0,4.8,0,6.6,0,0,0,0,1.8,0,0,0,6,0,0,0,3,0.6,0,3,0,0,0,0,0,0,0,0,0,0
"Booth 2008","HL06","Hole-in-bog","United States of America",6,3.81,47.3,-94.249,0.7,0,1.3,0,14,0,0,0,43.3,0,0.7,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,5.3,1.3,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,1.3,0,18.7,0,0,0,0,0.7,0,0,0,4.7,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0.7,0
"Booth 2008","KT08","Kentucky Trail","United States of America",6,3.82,46.247,-86.601,7.2,0,3.3,0,2,0,0,0,22.2,0,4.6,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2,0,0,0,0,0,0,0,0,0,1.3,5.2,0,0,0,0,0,5.9,0,6.5,3.9,0,0,0,2,0,0,0,17.6,0,0,0,0,8.5,0,0.7,0,0,0,0,0,0,0,0,0.7,0
"Booth 2008","NR04","North Rhody","United States of America",6,4.51,46.583,-86.073,0,0,0,1.2,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4.2,13.3,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,9.6,0,31.9,0,18.1,0,0,0,0,7.2,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","NR07","North Rhody","United States of America",6,4.01,46.583,-86.073,0,0,0.6,3.1,0,0,0,0,0,0,1.9,0,0,1.2,0,1.9,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.6,27.8,0,46.9,0,0,0,0,1.9,0,0,0,0.6,0,0,0,9.3,3.1,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","SS03","Small Sarracennia","United States of America",6,3.86,46.093,-92.115,0,0,2.7,0,0,0,0,0,3.8,0,2.7,1.1,0,0.5,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,4.3,0,49.5,0,20.1,0,0,0,0,5.4,0,0,0,0,0,0,0,3.3,2.2,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","TL19","Trout A","United States of America",6,4.43,46.004,-89.594,0,0,0,0,19,0,0.4,6.6,0.7,0,19,0,0,0.4,1.5,0,0.7,0,0.7,0.4,0,1.1,0,1.8,0.7,31.4,0.4,1.8,0.4,0,0,0,0,0,0,1.5,2.9,1.8,0,1.5,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1.8,1.8,0,0,0.7,0,0,0,0,0,0.4,0,0,0
"Booth 2008","TL40","Falliston","United States of America",6,3.7,45.995,-89.613,1.7,1.7,0,0,3.4,0,0,0,19.4,0,4,1.7,0,0.6,0.6,0,0,0,0,0,0,1.7,0,0,6.3,14.9,0,0,0,0,0,0,0,0,0,0.6,0,2.3,0,0.6,0,4.6,0,8,0,8,1.1,0,0,0,2.3,0,0,0,1.7,0,0,0,10.9,4,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","UT03","Upper Twin","United States of America",6,4.29,46.276,-86.647,1,0,0,0,2,0,0,0,0,0,10.8,0,0,1,2,0,9.8,0,2,0,0,20.6,0,0,0,10.8,0,2,0,0,0,0,0,0,0,1,2,4.9,0,0,0,0,0,1,0,1,10.8,0,0,0,0,0,0,0,3.9,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,4.9,0
"Booth & Zygmunt 2005","HENA5","Henderson A","United States of America",6,5,39.367,-106.583,0,0,0,0,1.3,0,0,0,0,8,0,0,0,5.3,12.7,0,0,0,2,0,0,0,0,5.3,0,6,0,0.7,0,0,0,0,3.3,0,0,0,4.7,0,8.7,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,1.3,0,2.7,0,0,0,0,0,0,0,0,28,0,2.7,0.7,0,0,0
"Booth & Zygmunt 2005","SH2","Shafer","United States of America",6,4.5,40.866,-106.605,0,0,0,0,3.4,0,2,7.4,0,0,2,0,0,2,4.7,0,0,0,44.6,1.4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1,0,0,0,0,0,0
"Booth & Zygmunt 2005","WROB3","West Robinson","United States of America",6,3.700000048,44.167,-111.075,0,0,0,0,3.5,0,0,0,0,10.2,28.4,0,0,2.5,5.3,0,0,0,2.8,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,6.3,0.7,1.8,1.1,0,0,1.1,10.2,0,0,0,9.8,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"Booth et al 2008","p21","Catfish Pocosin","United States of America",6,3.89,34.919,-77.088,12.7,0,0,0,15.3,0,0,0,0,0,9.3,0,0,0,0.7,0,0,0,4,0,0,4.7,0,0,5.3,0,0,0,0,0,2,0,0,0,0,4,4.7,6.7,0,0,0,2,0,0,0,0,16.7,0,0,2,0,0,0,0,0,0,3.3,0,4,0,0,0,0,0,0,0,0,0,2.7,0,0,0
"Booth et al 2008","p30","Catfish Pocosin","United States of America",6,4.13,34.919,-77.088,0,0,0,0,0.7,0,0,0,6.6,0,0,0,0,81.6,0.7,0,0,0,0,0,0,0,0,2.6,2.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0
"Markel et al. 2010","AK36","Funny River","United States of America",6,5.62,60.415,-150.901,5.4,0,4.7,6.1,0,0,0,1.4,3.4,2.7,6.1,0,0,1.4,4.7,0.7,0,0,3.4,14.2,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,4.7,0,1.4,2.7,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.7,0,0,0,0,0,0,0,0,0,8.8,0,0
"Markel et al. 2010","GF25-30","Gas field","United States of America",6,3.8,60.445,-151.246,2,0,0,0,0,0,0,0,44.1,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,3.3,0.7,0,0,30.9,0,3.9,0,0,0,0,1.3,0,0,0,0,0,0,0,3.3,0.7,0,3.3,0,0,0,0,0,0,0,0,2,0
"Clifford (unpublished)","EC11-4","Eagle Creek","United States of America",6,4.3,58.284,-134.521,0,6.8,0,0,0,0,0,0,13.6,0,4.9,1,0,2.9,0,0,0,0,0,0,1.9,0,0,0,3.9,6.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.7,0,0,0,0,1.9,0,0,0,0,0,0,0,12.6,3.9,0,2.9,1,23.3,0,0,0,0,0,0,0,0
"Clifford (unpublished)","PB11-1","Point Bridget","United States of America",6,4.05,58.647,-134.934,0,0,0,0,0,0,0,0,30.4,0,11.8,1,0,0,0,0,0,0,0,1,1,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,1,2.9,1,0,0,0,2,0,0,1,9.8,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0,0,10.8,1,4.9,0,0,0,0,0,0,0,0
"Clifford (unpublished)","SB11-10","Surrey","Canada",6,3.71,49.204,-122.747,7,0,0,0,14,0,0,0,2,0,13,0,2,0,0,0,0,0,6,0,1,0,0,0,0,11,0,0,0,0,4,0,0,0,5,5,14,0,0,0,0,1,0,0,0,3,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013","B4","Burnt Village Bog","Canada",6,4.4,51.126,-55.927,0.7,3.3,0,0.7,0,0,0,0,41.6,0.4,0,0.4,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.7,0,0,0,0,0.4,0,0,1.9,0,1.9,0,24.2,0.4,9.7,0.4,0,0,0,0,0,0,0.7,2.2,0,0,0,7.1,0.4,0,0.7,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013","D3","Burnt Village Bog","Canada",6,4.21,51.126,-55.927,0.4,8.8,0,0,0,0,0,0,54.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,20.4,0.4,9.1,0,0,0,0,0,0,0,0,1.5,0,0,0,2.9,0,0,0.4,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013; Lamarre et al 2013","A2","Manic","Canada",6,4.1,49.123,-68.292,0.9,0,0.9,0.9,0,0,0,0,31.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,1.4,41.1,0,14.6,0,0,0,0,0,0,0,0.9,0.5,0,0,0,2.3,0.9,0,0.5,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013; Lamarre et al 2013","A3","Manic","Canada",6,NA,49.123,-68.292,4.9,0.3,0,0.3,2.4,0,0,0,38.2,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,1.7,0,26.7,0.3,13.2,0,0,0,0,0,0,0,0,0.3,0,0,0,4.5,1.4,0,2.8,0,0,0,0,0,0,0,0,0.3,0
"Amesbury et al 2013; Lamarre et al 2013","A3","Tourbiere de l'Aeroport","Canada",6,3.3,50.275,-63.614,7.1,0,1,2,0,0,0,0,24,0,8.7,1,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.5,35.7,1.5,3.1,1.5,0,0,0,0,0,0,0,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6,0
"Amesbury et al 2013","C3","Nordan's Pond","Canada",6,4.25,49.161,-53.598,4.1,7,0,0.6,0,0,0,0,34.9,0,2.3,0.6,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.6,32,0.6,4.7,0,0,0,0,0,0,0,0,0.6,0,0.6,0,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0
"Finkelstein/Bunbury unpublished","M46","Sutton River 1",NA,6,7.17,55.752,-84.525,0,9.2,0,0,1.7,0,0,0,43.7,0,1.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0.8,0,3.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,7.6,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5.9,0,7.6,1.7,0,0,0,0,0,0,0,0,0
"Finkelstein/Bunbury unpublished","M39","Sutton River 3","Canada",6,4.38,54.61,-84.609,15.8,0,0,0.9,2.6,0,0,0,0,0,2.6,1.8,0,0,0.9,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,27.2,6.1,0,0,0,0.9,3.5,7.9,0,0,0,0.9,4.4,0,0,0,7,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0.9,0,0,0,7.9,0,0,0,0,0,0
"Lamarre et al 2013","Baie_M_5","Baie-M",NA,6,4.17,49.093,-68.243,1.3,0,0,0,0,0,0,0,53.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.3,0,0,0,0,0,0,0,0.7,0,0,0,0,1.3,2,0.7,19.3,0.7,10,0,0,0,0,0,0,0,0,0.7,0,0,0,4,0,0,3.3,0,0,0,0,0,0,0,0,0,0
"Lamarre et al 2013","KUJU_7","Kuujuarapik","Canada",6,4.49,55.226,-77.696,0,13.2,0.7,0,0,0,0,0,15.8,0.7,0.7,0,0,11.2,0,0,0,0,0,0,0,0.7,0,2,0,0.7,0.7,0,0,0,19.1,0,0,3.3,0,0,0,0,0,0,0.7,0,0,1.3,0,7.9,0,0,0,0,0,0,0,0,5.9,0,0,0,8.6,2,0,0,0,3.9,0,1.3,0,0,0,0,0,0
"Lamarre et al 2013","Morts_2_10","Morts",NA,6,6.73,50.264,-63.669,0,0,0,2.4,0,0,0,0,2.4,0,7.9,0.8,0,11,9.4,0,6.3,0,0.8,0,0,7.9,0,0,0,0,0,0,0,0,45.7,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0.8,0,0,0
"Lamarre et al 2013","VRD Fen_4","Verendrye","Canada",6,3.84,47.303,-76.855,0.7,7.3,0,0,6,4.7,0,9.3,0,0,14.7,0,0,0,3.3,0,0,0,0,0,0,2.7,0,1.3,1.3,8,0,1.3,0.7,0,21.3,0.7,0,0,0,4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,3.3,0,0,0,1.3,0,0,4,0,0,0,0,0,0
"Warner 1987","S7","Sifton","Canada",6,5.2,42.97,-81.323,0,0,0,0,1.9,0,0,0,6.6,0,5.7,0.9,0,9.5,3.8,0,0,0,0,0,0,38.8,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,1.9,0,0,0,0,2.8,0,4.7,0,10.4,0,0,0,0,0,0,0,0,3.6,0,0,0,1.9,0.9,0,1.9,0,0,0,0,0,0,0.9,0,0.9,0
"Roe et al 2017","MER4","Mer Bleue","Canada",6,4.11,45.402,-75.486,1.8,0,1.2,1.2,11.6,0,0,0.6,0,0,10.4,3,1.2,3,0.6,0,0.6,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3.7,3,3,0,0,0,1.2,0.6,28,0,0.6,3,0,0,0,1.8,0,1.8,0,4.3,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,7.9,0
"Roe et al 2017","MER29","Mer Bleue","Canada",6,3.88,45.402,-75.486,1.3,0,0,0,12.8,0,0,0,0,0,2,0,0,0,0,0,0,0,0.7,0.7,0,0.7,0,1.3,0,0,0,0,1.3,0,0,0.7,0,0,0,2,2.7,4.7,0,0,0,0,0.7,40.3,0,0.7,9.4,0,0,0,0.7,0,4.7,0,0.7,0,0,0,0,6.7,0,0.7,2.7,0,0,0,0,0,0,0,2,0
"Talbot unpublished","bog_204","Scotty Creek","Canada",6,NA,61.307,-121.298,0,0,0,0.9,0,0,0,0,62.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,3.7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0
"Booth 2008","TL22","Trout A","United States of America",6.2,4.26,46.004,-89.594,0,0.3,0,0,3.4,0,0.7,3.1,1,0,76.7,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0,7.9,0.3,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0.7,0,0.3,0,0,0,0,0,0,0,0,0,0
"Booth 2008","NR10","North Rhody","United States of America",6.5,4.1,46.583,-86.073,0,0,1.3,1.3,0,0,0,0,3.2,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,19.5,0,4.5,0,0,0,0,6.5,0,0,0,2.6,0,0,0,33.8,5.2,0,0,0,0,0,0,0,0,0,0,0.6,0
"Booth 2008","SG04","Spring Pond","United States of America",6.5,3.7,44.368,-74.499,1,11.1,0,0,0,0,0,0,42.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,14.6,0,12.6,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3.5,4,0,0,0,0,0,0,0,0,0
"Booth 2008","SS06","Small Sarracennia","United States of America",6.5,4.12,46.093,-92.115,0,0,1.3,0,0,0,0,0,0.7,0,10,4.7,0,0.7,0,2.7,0,0,0,0,0,0,0,0,0,0.7,2,0,0,0,0,0,0,0,0,0,0,2,0,0.7,0,17.3,0,7.3,0,14,0,0,0,0,4,0,0,0,0,0,0,0,15.3,3.3,0,0.7,0.7,10,0,0,0,0,0,0,2,0
"Lamarre et al 2013","Manic_15","Manic","Canada",6.5,NA,49.123,-68.292,8,0,2,0,0.7,0,0,0,26,0,11.3,0,0.7,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.7,0,0,0,0,0.7,0.7,2,24,0.7,1.3,0.7,0,0,0,0,0.7,0,0,4,0,0,0,1.3,0,0,0,0,0,0,2.7,0,0,0,0,1.3,0
"Booth 2008","TL08","Crystal","United States of America",6.8,3.66,46.007,-89.605,0.4,0,1.1,0,14.1,0,0,0.4,19.9,0,6.2,4.7,0,0.4,0,0,0,0,0,0,0,0.4,0,0,1.1,6.2,5.4,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,11.2,0,7.2,0,4.7,0.4,0,0,0,2.5,0,0,0,1.4,0,0,0,8.7,1.4,0,0,0.4,0.4,0,0,0,0,0,0,0.4,0
"Booth 2001","915ada","Tahquamenon Bay","United States of America",7,4.1,46.475,-84.995,1.3,0,0,0,14,0,0,0,2.5,0,6.4,1.3,0,8.3,5.7,0,0,0,0.6,0,0,12.7,0,0.6,0,3.2,0,3.2,0,0,0,0,0,0,0,0,0.6,5.1,0,0,0,0,1.3,10.2,0,1.9,0.6,0,0,0,2.5,0,0,0,1.3,0,0.6,0,0,8.9,0,5.1,0,1.9,0,0,0,0,0,0,0,0
"Booth 2001","933ada","Tahquamenon Bay","United States of America",7,5.5,46.475,-84.995,0,0,0,0,0,0,0,0.8,0,0.8,0.8,0,0,0,39.5,0,0,0,4.7,0,0,12.4,0,0,0,3.1,0,3.1,0,0,0,0,0,0,0,0,1.6,5.4,0.8,2.3,0,0,1.6,0,0,0,0,0,0,0,10.9,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,7,3.1,0,0,0
"Booth 2002","1009A","Au Train Bay","United States of America",7,4.4,46.548,-86.059,0,0,0,1.3,2.6,0,0,0,0,0.7,5.3,0.7,0,0,0.7,10.5,1.3,0,0,0,0,2.6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,5.3,1.3,32.2,0,7.2,0,0,0,0,3.9,0,0,0,0,0,0,0,1.3,15.1,0,0,2.6,0,0,0,0,0,0,0,0.7,0
"Booth 2002","1022A","Au Train Bay","United States of America",7,4,46.548,-86.059,0,0,0,0.5,20.1,0,0.5,0,4.4,0,2,0,0,13.7,2,0,0,0,0,0,0,0,0,2.9,0,11.3,0,0,0.5,0,0,0,0,0,0,0,6.9,2.5,0,0,0,0,0,0.5,0,5.9,0,0,0,0,2.5,0,0,0,4.9,0,0,0,2.5,11.8,0,0,2.5,0,0,0,0,0,2.5,0,0,0
"Booth 2002","1033C","Au Train Bay","United States of America",7,4,46.548,-86.059,0,0,0,0.7,24.3,0,0,9.2,0,0,3.3,0,0,1.3,3.3,0,0,0,0.7,0,0,0.7,0,2.6,0,38.8,0.7,0,0.7,0,0,0,0,0,0,0,2,0.7,0,0,0,0,0,0,0,3.3,1.3,0,0,0,0.7,0,0,0,0,0,0,0,1.3,3.9,0,0,0,0,0,0,0,0,0.7,0,0,0
"Booth 2002","IBCL117:12.5","Independence","United States of America",7,4.1,47.419,-88.01,0,2,0,0,1.4,0,0,0,15.6,0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0.3,0,0,0,7.1,0,24.1,0,3.1,0,0,0,0,5.8,0,0,0,0,0,0,0,10.2,18.3,0,1.7,3.1,1,0,0,0,0,0,0,0,0
"Booth 2002","PBS10","Partridge Lake","United States of America",7,4,47.42,-88.008,0,1.2,0,0.8,0,0,0,0,2.5,0,0.4,1.2,0,0.4,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0.4,0,0,0,9.1,1.6,33.3,0,18.1,0,0,0,0,8.6,0,0,0,0,0,0,0,2.5,11.5,0,0.8,2.1,0,0,0,0,0,0,0,1.6,0
"Booth 2002","PBS7","Partridge Lake","United States of America",7,3.9,47.42,-88.008,0,0.4,0,0.8,0.8,0,0,0.4,0.4,0,7.2,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,27.3,0,0,0.4,0.8,0,0.4,0,0.4,0,0,1.2,0.4,0,0,0,29.3,0,7.2,0,2.4,0,0,0,0,0.8,0,0,0,0,0,0,0,0.8,17.3,0,0.4,0,0,0,0,0,0,0,0,0,0
"Booth 2008","BL14","Bloomingdale","United States of America",7,3.7,44.383,-74.139,1,0,0,0,0,0,0,0,0,0,21.8,2,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,7.9,0,0,0,0,24.8,0,0,0,16.8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Booth 2008","KT09","Kentucky Trail","United States of America",7,3.85,46.247,-86.601,22.2,0,0.6,0,13.5,0,0,0,0.6,0,2.9,1.2,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0.6,2.3,0.6,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,1.8,3.5,0,0,0,13.5,0,0,0,20.5,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0.6,0
"Booth 2008","SP01","Spruce","United States of America",7,4.08,46.095,-92.112,1.5,0,2.4,0,5.8,0,0,0,23.8,0,5.3,3.9,0,0,2.4,1,0,0,0,0,0,0,0,0,3.4,1,0,1.9,0,0,0,0,0,0,0,0.5,0.5,1.9,0,0.5,0,0.5,2.4,5.3,0,20.4,0,0,0,0,0.5,0,0,0,11.7,0,0,0,1.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","SR04","South Rhody","United States of America",7,4.11,46.565,-86.075,0,0,1.8,0.6,0,0,0,0,0,0,6.4,5.3,0,1.8,0,2.3,1.2,0,0,0,0,0,0,0,0,4.7,1.8,0,2.3,0,0,0,0,0,0,0,0,2.3,0,0,0,13.5,0,28.1,0,0,0,0,0,0,4.1,0,0,0,0.6,0,0,0,11.1,7.6,0,3.5,0.6,0,0,0,0,0,0,0,0.6,0
"Booth & Zygmunt 2005","CHAT7","Chatanooga","United States of America",7,3.7,36.961,-107.693,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,10.7,0,0,8.7,0,20,0,12.7,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0
"Booth & Zygmunt 2005","ELP8","East Lily","United States of America",7,4.199999809,44.954,-109.696,0,0,0,0,0,0,0,0,0,9.3,11.6,0,0,3.9,3.1,0,0,0,2.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,2.3,0,0.8,0,0.8,0,0,0,0,28.7,0,0,0,0,3.1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,0
"Booth & Zygmunt 2005","LM11","Little Moose","United States of America",7,4.599999905,44.976,-109.757,0,0,0,0,0,0,0,0,0,14.1,11.4,0,0,1.3,16.8,0,1.3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,1.3,0,0,0,0,20.8,0,0,0,0,2.7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20.1,0,0.7,0,0,0,0
"Booth & Zygmunt 2005","LP1","Lilypad","United States of America",7,4.619999886,44.164,-111.008,0,0,0,0,6,0,0,0.7,0,2.7,14.8,0,0,0,25.5,0,0,0,16.1,2,0,1.3,0,0,0,0,0,0,0,0,0,0,5.4,0,0,4.7,10.7,0,0,0,1.3,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0
